class_id,predict_date,predict_quantity
103507,201711,451.3471374511719
124140,201711,300.5318603515625
125403,201711,374.5054016113281
136916,201711,325.8011779785156
169673,201711,160.75164794921875
175962,201711,216.2382354736328
178529,201711,671.7780151367188
186250,201711,155.9885711669922
194201,201711,550.1419677734375
194450,201711,256.8850402832031
198427,201711,117.49563598632812
206765,201711,1593.2445068359375
209945,201711,184.54464721679688
219195,201711,180.828857421875
221795,201711,213.50759887695312
245609,201711,206.88592529296875
248352,201711,499.4937744140625
249875,201711,72.44527435302734
250658,201711,303.8004150390625
265980,201711,402.9366760253906
270690,201711,741.5493774414062
281301,201711,738.7059326171875
281792,201711,279.3519592285156
289386,201711,320.5071716308594
289403,201711,156.33706665039062
290854,201711,349.5765075683594
291086,201711,831.0369262695312
291514,201711,62.516666412353516
302513,201711,0.0
304458,201711,388.9909973144531
308913,201711,229.75558471679688
321683,201711,1015.9108276367188
340175,201711,182.14111328125
347384,201711,2170.76025390625
348641,201711,471.1421813964844
349023,201711,910.05078125
350259,201711,410.4844665527344
354068,201711,669.8834228515625
356986,201711,389.4642028808594
359378,201711,22.84735107421875
360648,201711,309.76312255859375
376193,201711,155.80999755859375
378356,201711,342.70233154296875
378536,201711,118.3666000366211
379265,201711,358.63018798828125
379876,201711,282.62506103515625
384924,201711,997.9775390625
392593,201711,161.009521484375
395234,201711,227.05677795410156
401052,201711,107.85267639160156
409854,201711,582.2665405273438
412240,201711,127.03374481201172
416749,201711,180.79441833496094
417803,201711,0.0
425432,201711,1204.455810546875
436105,201711,426.3488464355469
437063,201711,171.65756225585938
437598,201711,66.09966278076172
453752,201711,280.7866516113281
468392,201711,395.4683532714844
472603,201711,217.09532165527344
475895,201711,93.7846908569336
481950,201711,42.79912567138672
482497,201711,262.5028381347656
492952,201711,248.14328002929688
496459,201711,340.75341796875
501564,201711,103.0284423828125
510309,201711,105.35954284667969
516750,201711,69.84723663330078
526401,201711,351.55657958984375
527765,201711,0.0
527809,201711,164.50872802734375
540712,201711,254.301025390625
559132,201711,308.0181884765625
560265,201711,256.7434387207031
569154,201711,196.40492248535156
576298,201711,347.6250305175781
580470,201711,514.1936645507812
580634,201711,330.1726379394531
587678,201711,432.3204040527344
591790,201711,287.2781982421875
597927,201711,504.2957458496094
603972,201711,264.8677978515625
612523,201711,112.44129180908203
614059,201711,256.6590881347656
619401,201711,221.3719940185547
621073,201711,828.2567138671875
628041,201711,476.3700256347656
649213,201711,279.6844482421875
651347,201711,393.4244079589844
651782,201711,463.9783935546875
653436,201711,234.90560913085938
654134,201711,361.6651306152344
671482,201711,62.441162109375
682651,201711,364.83935546875
683364,201711,3.462225914001465
687270,201711,423.9958801269531
692703,201711,360.5578308105469
693436,201711,176.28628540039062
713651,201711,330.3773193359375
714150,201711,109.36503601074219
714152,201711,484.668701171875
714860,201711,380.21636962890625
725137,201711,87.77934265136719
732758,201711,160.03323364257812
735971,201711,2200.29736328125
736094,201711,299.65362548828125
739296,201711,573.7060546875
741152,201711,354.8490295410156
743957,201711,497.4481201171875
745137,201711,390.103515625
750340,201711,74.4268798828125
760412,201711,21.850767135620117
786351,201711,482.1328430175781
789290,201711,0.14525146782398224
810398,201711,101.29637145996094
815230,201711,207.73382568359375
819061,201711,627.7261352539062
842246,201711,139.52098083496094
851857,201711,130.45199584960938
854079,201711,389.5332946777344
854548,201711,109.91151428222656
861459,201711,318.85406494140625
871642,201711,124.67327880859375
872180,201711,172.00418090820312
883691,201711,546.4918212890625
890189,201711,813.8773803710938
905061,201711,110.15046691894531
905745,201711,251.31393432617188
914348,201711,427.1328430175781
923841,201711,773.4195556640625
924154,201711,908.0616455078125
948936,201711,95.55400848388672
950264,201711,662.132080078125
953842,201711,777.3923950195312
961362,201711,104.6970443725586
961962,201711,233.06700134277344
963845,201711,265.5039978027344
973106,201711,66.88048553466797
978089,201711,255.9554443359375
